id,name,latitude,longitude,altitude
,Laurel,36.8915064,27.2877228,100
,American Ash,-21.9310093,-50.5069723,100
,Washington,35.7278554,139.6547746,100
,Kennedy,27.2753739,91.2397775,100
,North,-7.1056569,107.9005972,100
,Arapahoe,69.0603424,33.4168559,100
,Messerschmidt,20.4416309,106.1081103,100
,Carioca,-20.1215224,-40.3077898,100
,Bowman,23.2410273,-106.3949498,100
,Pond,60.3516509,5.3427677,100
,Summerview,-17.5069121,30.9747258,100
,Randy,51.4984999,-0.1401487,100
,Dottie,23.701262,117.430061,100
,Londonderry,31.936876,112.662673,100
,Charing Cross,38.1100701,127.9898825,100
,Green,44.5043184,20.2873726,100
,Bay,27.4583303,120.3078508,100
,Truax,37.093946,110.593127,100
,Sachs,50.483457,3.003076,100
,Cody,14.6208802,121.0425592,100
,Redwing,39.9510514,116.3380904,100
,School,-33.4692269,18.7322135,100
,Packers,11.394604,-69.6810338,100
,Cambridge,-7.5450262,111.6556388,100
,Manitowish,9.600306,124.105576,100
,Melby,-17.5872806,48.2219395,100
,Stuart,54.6380366,25.2865584,100
,Graedel,40.5067525,47.6489641,100
,Duke,-7.2528931,108.1886249,100
,Daystar,-4.203866,36.927071,100
,Eagan,38.2342865,140.3509794,100
,Clyde Gallagher,38.1670027,23.3389501,100
,Esker,34.7577423,-2.432221,100
,Di Loreto,36.2407094,139.1910402,100
,Mariners Cove,45.8892671,0.3046171,100
,Trailsway,-8.037728,111.4007597,100
,Crownhardt,4.15663,-76.287762,100
,Meadow Ridge,38.2643887,140.2604198,100
,Jenifer,46.21659,83.43329,100
,Monica,41.340135,-8.1456405,100
,Dottie,58.465971,16.1860744,100
,Cambridge,-20.3624784,57.3736675,100
,Kim,14.6733187,121.0601862,100
,Orin,-8.5497299,115.2199829,100
,Myrtle,17.1056791,120.4557309,100
,Ramsey,-10.2313205,-67.2847875,100
,Sauthoff,-17.4474874,-66.3438275,100
,Michigan,29.1416432,119.7889248,100
,Glacier Hill,51.3614279,-0.193961,100
,Dryden,-7.4903037,108.0865424,100
,Burning Wood,9.9847566,10.9510315,100
,Elka,59.4609192,28.0395999,100
,Eliot,36.200252,117.087614,100
,Burrows,60.0122,30.20897,100
,Oneill,-11.6876026,27.5026174,100
,Birchwood,49.5477597,5.8532859,100
,Lake View,40.786334,20.7077766,100
,Cascade,-22.7485717,-46.8931368,100
,Fair Oaks,-7.2857473,106.6409198,100
,Southridge,31.4599979,-7.2858562,100
,Glacier Hill,45.548669,126.958098,100
,Claremont,-2.886385,-78.7759559,100
,Jana,-8.572,116.6058,100
,Blaine,29.893672,110.346166,100
,Lawn,23.892873,108.40254,100
,Troy,47.581201,1.375111,100
,Marquette,49.01671,-57.59837,100
,Westend,18.496426,-69.825743,100
,International,35.9594106,38.9981052,100
,5th,29.8637597,121.5936562,100
,Loeprich,-8.5697306,123.3991028,100
,Lawn,36.3504119,127.3845475,100
,Hudson,21.244721,110.455332,100
,Claremont,55.7784607,27.9323817,100
,Westend,47.4098736,32.4412263,100
,Toban,22.8275824,90.5247893,100
,Hoard,36.628305,101.765843,100
,Wayridge,14.4634704,5.2501629,100
,Forster,5.6661517,-0.1582766,100
,Mcguire,43.446712,45.7756846,100
,Stone Corner,49.7294521,19.1018274,100
,Carey,-20.1287177,-44.8645811,100
,Northview,31.026665,119.910952,100
,Saint Paul,-7.532337,109.1374653,100
,Carioca,23.106401,113.459749,100
,Walton,35.0552848,137.0128051,100
,Vermont,10.6626096,122.3214575,100
,Holmberg,37.9334705,23.5288412,100
,Oak,37.6254329,69.636351,100
,Kipling,58.0666667,54.6499999,100
,Park Meadow,8.9705754,37.7609688,100
,Loftsgordon,65.821212,21.7053767,100
,Green Ridge,32.491488,80.096419,100
,Springview,47.6015566,-122.3323351,100
,Sage,-34.5484605,-58.5717015,100
,Hollow Ridge,41.129239,-8.207141,100
,Red Cloud,28.879936,106.935101,100
,Grover,50.7592361,17.6835478,100
,Vahlen,26.5725006,107.9655225,100
,Eagan,14.6171091,120.986275,100
,Northridge,9.364014,123.2468727,100
,Barby,-7.992641,112.624117,100
,Mcguire,62.155883,129.8236089,100
,Kim,6.4387946,100.1947477,100
,Lien,22.270978,113.576677,100
,Rusk,48.1392924,-1.9439194,100
,Lerdahl,51.9653089,15.5284132,100
,New Castle,28.5594209,33.9468956,100
,Susan,-8.4727553,115.1859517,100
,Beilfuss,29.972084,106.27613,100
,Merchant,30.798325,107.96879,100
,Canary,-7.766758,110.289646,100
,Service,41.8404241,23.485653,100
,Killdeer,-21.3054884,-46.7084932,100
,Saint Paul,40.3159517,-7.9013121,100
,Melrose,-29.4799379,-51.7994632,100
,Londonderry,-10.1082359,123.7727229,100
,Barnett,49.727987,14.7772237,100
,Marcy,46.9428639,4.2998563,100
,Fuller,55.5146696,35.8272389,100
,Cambridge,41.8434818,21.1051021,100
,Ridgeview,54.25645,-8.4627451,100
,Fordem,37.1358509,-8.4528179,100
,Arkansas,3.6020791,98.4683053,100
,Schlimgen,51.3613799,20.7949705,100
,Eastlawn,8.0186646,123.7786689,100
,Kim,36.119485,128.3445734,100
,Tennessee,44.1497667,43.4577689,100
,Holy Cross,22.99732,113.87497,100
,Saint Paul,-10.7400087,123.0453219,100
,2nd,38.2924675,23.9199305,100
,8th,39.4242713,-8.6985716,100
,Sommers,-24.9670799,-57.5476145,100
,Carioca,32.047749,118.803753,100
,Calypso,36.82167,128.63083,100
,Golf View,53.7406255,55.8746137,100
,Pepper Wood,49.9776418,16.6009592,100
,La Follette,29.3738721,71.6934843,100
,Maryland,59.0433753,15.8709393,100
,Mayer,49.6669762,25.7723085,100
,Golf View,39.242504,77.73699,100
,Vera,-5.8913185,-37.3399768,100
,Melrose,31.779618,119.974991,100
,Spohn,46.3395131,16.1537893,100
,Dryden,-7.5201771,109.2638245,100
,Burrows,32.03144,35.19992,100
,Buhler,20.9450221,-97.3692131,100
,New Castle,49.5532749,22.2110081,100
,Luster,-8.1512742,112.7420274,100
,Bartelt,1.2408277,23.611537,100
,East,57.7385277,12.0633439,100
,Barnett,58.6247472,59.8241142,100
,Buhler,-15.7524721,26.4370933,100
,Dexter,30.378326,111.450006,100
,Straubel,32.8901015,72.8009248,100
,Fairview,34.519664,113.004052,100
,Pennsylvania,1.8480062,114.8923533,100
,Veith,52.2828507,16.8550365,100
,Cambridge,39.7538282,19.641646,100
,Holy Cross,1.33546,-75.51081,100
,Mockingbird,37.810661,120.758848,100
,Briar Crest,22.9353419,113.6587617,100
,Dottie,16.043877,120.131429,100
,Cottonwood,26.480043,113.778639,100
,Esker,-6.8861034,107.3661435,100
,Golf Course,-6.4594857,105.9141793,100
,Corben,7.6988579,-72.3607108,100
,Esch,47.9644609,106.8254167,100
,Continental,37.8163881,66.0285106,100
,Alpine,47.2990712,-1.5086685,100
,Crowley,59.4342152,24.9466284,100
,Toban,24.588267,115.415276,100
,Blue Bill Park,10.5330098,106.4052541,100
,Mccormick,55.3238424,38.6815132,100
,Summer Ridge,26.4649188,-80.1226012,100
,Orin,41.4781837,-7.9642644,100
,Ramsey,30.453667,114.872199,100
,Dapin,7.0649018,125.7230302,100
,Jenna,-13.54918,-71.893158,100
,Miller,5.011706,-74.470362,100
,Arrowood,50.2160221,20.3179338,100
,Clarendon,-8.7581,120.7293,100
,Lukken,29.985295,122.207215,100
,Hallows,37.9168548,23.7186146,100
,Pierstorff,-1.3524989,-48.2592606,100
,Bunting,41.4841391,-8.5483245,100
,Calypso,16.7275474,103.7358277,100
,Bluestem,30.203152,115.429626,100
,Arapahoe,19.4805668,-99.2058279,100
,Bayside,14.609579,120.993122,100
,Brown,13.8092603,-10.8345647,100
,Sauthoff,58.760833,59.5550001,100
,Gina,-5.8949347,-35.4343604,100
,Kingsford,20.7887571,97.0337141,100
,Banding,40.3943941,-8.7360619,100
,Mockingbird,41.4292615,-8.1757379,100
,International,14.5590365,121.0409808,100
,Oak,-3.5106508,39.9093269,100
,Esch,31.298974,120.585289,100
,Ilene,42.9438711,72.7617572,100
,Straubel,52.1837429,34.0412051,100
,Union,40.0179745,44.5841127,100
,Glacier Hill,48.1735752,91.7678144,100
,Dixon,18.4445307,-69.9316834,100
,Bultman,31.026665,119.910952,100
,Beilfuss,15.6835,-91.81952,100
,Clemons,-6.9140922,112.4202058,100
,Reindahl,27.218444,116.525725,100
,Sunnyside,31.1429853,121.4228893,100
,Roxbury,-21.816667,28.783333,100
,Bowman,34.003135,-117.7228641,100
,Rowland,36.7285907,68.8680663,100
,Redwing,-24.5253253,-56.4076059,100
,Mayfield,49.9521852,18.4800457,100
,Norway Maple,-34.5331768,-58.4950475,100
,Fairview,32.7757,-96.5983607,100
,Morrow,40.7346601,-8.3694671,100
,Thackeray,4.6147368,21.8866683,100
,Elka,27.686251,111.434984,100
,Claremont,28.112525,112.989854,100
,Mosinee,41.4043131,-8.233117,100
,Marcy,-7.150975,110.1402594,100
,Truax,40.7608571,-73.9681265,100
,Elka,-6.8754582,108.1308481,100
,Caliangt,-10.9492286,-69.5767704,100
,Victoria,32.670426,-16.8498324,100
,Banding,44.1666669,104.5,100
,Tomscot,59.1651981,24.7475218,100
,Melrose,-6.8657511,111.1086346,100
,Kedzie,19.955811,56.268059,100
,Hovde,4.336584,-75.702412,100
,Oriole,35.00394,104.634983,100
,Kingsford,47.55717,106.96333,100
,Division,14.6333602,104.373372,100
,Lakewood Gardens,55.5674405,71.358565,100
,Vermont,23.028301,115.84573,100
,Shopko,51.1672774,18.0050053,100
,Bultman,27.569678,116.63704,100
,Pepper Wood,-10.1573402,123.6010244,100
,Sauthoff,44.0766295,132.3885311,100
,Merrick,43.0429124,1.9038837,100
,Dennis,-6.745694,111.0438053,100
,Union,41.1645867,-7.7937927,100
,Springs,40.7240772,23.0043777,100
,Crownhardt,30.427416,113.367059,100
,Dwight,-32.9395437,-60.6949244,100
,Waxwing,38.5576952,-8.9679735,100
,Armistice,37.7838437,126.283172,100
,Fremont,30.96187,113.378132,100
,Emmet,51.9034509,16.955476,100
,Clyde Gallagher,-7.0587981,108.6620986,100
,Jenna,15.1074513,37.5907446,100
,Stang,34.382014,105.504143,100
,8th,14.5725312,121.0378426,100
,Surrey,-6.9044415,112.9148168,100
,Ohio,22.6142911,-79.8688837,100
,Heffernan,49.9718258,12.8846277,100
,Wayridge,30.007232,115.336359,100
,Oneill,38.7797038,-9.217191,100
,Dovetail,-31.4564169,-64.2128798,100
,Vermont,-6.907,114.0174,100
,Coolidge,-8.3585481,114.6118669,100
,Westend,23.124134,115.138892,100
,Shelley,38.2739241,15.5562304,100
,Armistice,21.459233,101.564635,100
,Armistice,14.913868,-87.26432,100
,Marquette,-3.0029841,115.9467997,100
,Moose,51.1146113,17.649817,100
,Schurz,15.7318052,-88.5847779,100
,Jana,37.2425649,111.8568586,100
,Spenser,48.759003,2.323941,100
,Bunting,55.8071267,44.086347,100
,Judy,41.340135,-8.1456405,100
,Heath,7.9712866,124.3443856,100
,Kropf,26.789958,114.908872,100
,Hagan,39.3240601,-77.3485436,100
,Ridgeway,11.4496002,124.9415553,100
,Homewood,40.2655961,23.2039759,100
,Arizona,13.2999,122.5217,100
,Utah,37.7745941,126.4111806,100
,Spaight,48.6768262,14.5775257,100
,Larry,18.9331158,-70.4059336,100
,Sundown,55.2552487,94.8909467,100
,Lakewood Gardens,41.099,24.28915,100
,Mandrake,57.28876,54.97278,100
,Dwight,44.5469337,15.3750495,100
,Walton,43.9770581,4.8762265,100
,Maple Wood,-6.6939179,111.5617354,100
,Pine View,57.512722,72.40078,100
,Duke,40.6692391,43.8709284,100
,Raven,35.202503,102.521807,100
,Dakota,32.458113,-116.9193767,100
,Elka,25.6218514,51.0835811,100
,Menomonie,5.9840985,116.0761121,100
,Garrison,34.933333,126.583333,100
,Boyd,9.6470386,125.602355,100
,Kipling,56.969664,23.15319,100
,Porter,29.686964,109.465494,100
,Pearson,49.5477597,5.8532859,100
,Riverside,17.8886522,-76.3897733,100
,Cherokee,14.283333,45.6,100
,Sage,60.1734181,18.1771765,100
,Westend,37.075814,120.468847,100
